verb,,active,passive,verb,bad,exclude,match
report,1918,The analyst reported the results.,The results were reported by the analyst.,report,,,True
report,1912,The journalist reported the news.,The news was reported by the journalist.,report,,,True
report,1916,The manager reported the issue.,The issue was reported by the manager.,report,,,True
report,1917,The witness reported the accident.,The accident was reported by the witness.,report,,,True
report,621,The committee reported their decision.,Their decision was reported by the committee.,report,,,True
repulse,3504,The idea repulsed the committee.,The committee was repulsed by the idea.,repulse,,,True
repulse,3498,The news repulsed the audience.,The audience was repulsed by the news.,repulse,,,True
repulse,3502,The stain repulsed the visitors.,The visitors were repulsed by the stain.,repulse,,,True
repulse,3503,The video repulsed many viewers.,The video was repulsed by many viewers.,repulse,,,True
repulse,3497,The dirty dishes repulsed the cook.,The cook was repulsed by the dirty dishes.,repulse,,,True
rescue,2218,The paramedics rescued the victim from the wreckage.  ,The victim was rescued from the wreckage by the paramedics.,rescue,,,True
rescue,712,The neighbors rescued a trapped bird.  ,A trapped bird was rescued by the neighbors.,rescue,,,True
rescue,2216,The volunteers rescued the injured rabbit.  ,The injured rabbit was rescued by the volunteers.,rescue,,,True
rescue,2217,The coast guard rescued the lost sailor.  ,The lost sailor was rescued by the coast guard.,rescue,,,True
rescue,711,The organization rescued several abandoned dogs.  ,Several abandoned dogs were rescued by the organization.,rescue,,,True
resemble,4253,The new car resembled the old model.  ,The old model was resembled by the new car.,resemble,,,True
resemble,1237,The dress resembled a work of art.  ,A work of art was resembled by the dress.,resemble,,,True
resemble,4251,The cat resembled the dog.  ,The dog was resembled by the cat.,resemble,,,True
resemble,4252,The painting resembled a masterpiece.  ,The painting was resembled by a masterpiece.,resemble,,,True
resemble,1236,The landscape resembled a photograph.  ,A photograph was resembled by the landscape.,resemble,,,True
resent,3973,The artist resented the criticism.,The criticism was resented by the artist.,resent,,,True
resent,3967,The neighbor resented the loud music.,The loud music was resented by the neighbor.,resent,,,True
resent,3971,The community resented the new regulations.,The new regulations were resented by the community.,resent,,,True
resent,3972,The friend resented the broken promise.,The broken promise was resented by the friend.,resent,,,True
resent,3966,The child resented the punishment.,The punishment was resented by the child.,resent,,,True
respect,3848,The leader respected the traditions.  ,The traditions were respected by the leader.,respect,,,True
respect,3842,The community respected the decision.  ,The decision was respected by the community.,respect,,,True
respect,3846,The audience respected the performance.  ,The performance was respected by the audience.,respect,,,True
respect,3847,The writer respected the feedback.  ,The feedback was respected by the writer.,respect,,,True
respect,3841,The teacher respected the student.  ,The student was respected by the teacher.,respect,,,True
reveal,4097,The witness revealed the identity.,The identity was revealed by the witness.,reveal,,,True
reveal,4091,The artist revealed the painting.,The painting was revealed by the artist.,reveal,,,True
reveal,4095,The book revealed the mystery.,The mystery was revealed by the book.,reveal,,,True
reveal,4096,The interview revealed the candidate's skills.,The candidate's skills were revealed by the interview.,reveal,,,True
reveal,4090,The detective revealed the secret.,The secret was revealed by the detective.,reveal,,,True
reward,2758,The festival rewarded the winners.,The winners were rewarded by the festival.,reward,,,True
reward,2752,The committee rewarded the volunteers.,The volunteers were rewarded by the committee.,reward,,,True
reward,2756,The charity rewarded the donors.,The donors were rewarded by the charity.,reward,,,True
reward,2757,The artist rewarded the fans.,The fans were rewarded by the artist.,reward,,,True
reward,2751,The manager rewarded the employee.,The employee was rewarded by the manager.,reward,,,True
ring,1139,The cat rang the dinner bell.,The dinner bell was rung by the cat.,ring,,,True
ring,1140,The squad rang the victory bell.,The victory bell was rung by the squad.,ring,,,True
ring,1141,The musician rang a clear tone.,A clear tone was rung by the musician.,ring,,,True
rinse,1514,The engineer rinsed the parts.,The parts were rinsed by the engineer.,rinse,,,True
rinse,1508,The gardener rinsed the pot.,The pot was rinsed by the gardener.,rinse,,,True
rinse,1507,The child rinsed the toy.,The toy was rinsed by the child.,rinse,,,True
rinse,1512,The mother rinsed the fruits.,The fruits were rinsed by the mother.,rinse,,,True
rinse,1506,The chef rinsed the vegetables.,The vegetables were rinsed by the chef.,rinse,,,True
rip,2061,The mechanic ripped the manual.,The manual was ripped by the mechanic.,rip,,,True
rip,2055,The cat ripped the fabric.,The fabric was ripped by the cat.,rip,,,True
rip,2054,The wind ripped the banner.,The banner was ripped by the wind.,rip,,,True
rip,2060,The artist ripped the canvas.,The canvas was ripped by the artist.,rip,,,True
rip,2053,The child ripped the paper.,The paper was ripped by the child.,rip,,,True
roar,573,The crowd roared their approval.,Their approval was roared by the crowd.,roar,,,True
rob,2749,A masked man robbed the gas station.,The gas station was robbed by a masked man.,rob,,,True
rob,2743,The gang robbed the museum.,The museum was robbed by the gang.,rob,,,True
rob,2747,A stranger robbed the tourist.,The tourist was robbed by a stranger.,rob,,,True
rob,2748,The crew robbed the ship.,The ship was robbed by the crew.,rob,,,True
rob,2742,A man robbed the convenience store.,The convenience store was robbed by a man.,rob,,,True
roll,2377,The athlete rolled the tire.,The tire was rolled by the athlete.,roll,,,True
roll,2374,The baker rolled the dough.,The dough was rolled by the baker.,roll,,,True
roll,2380,The chef rolled the sushi.,The sushi was rolled by the chef.,roll,,,True
roll,2373,The child rolled the ball.,The ball was rolled by the child.,roll,,,True
roll,2379,The player rolled the dice.,The dice were rolled by the player.,roll,,,True
row,1550,The tourists rowed the inflatable raft.,The inflatable raft was rowed by the tourists.,row,,,True
row,1544,An expert rowed the dragon boat.,The dragon boat was rowed by an expert.,row,,,True
row,1548,The family rowed the fishing skiff.,The fishing skiff was rowed by the family.,row,,,True
row,1549,The crew rowed the eight-oared shell.,The eight-oared shell was rowed by the crew.,row,,,True
row,1543,The children rowed the canoe.,The canoe was rowed by the children.,row,,,True
ruin,2025,The mistake ruined the presentation.,The presentation was ruined by the mistake.,ruin,,,True
ruin,2019,The chef ruined the dish.,The dish was ruined by the chef.,ruin,,,True
ruin,2023,The argument ruined the evening.,The evening was ruined by the argument.,ruin,,,True
ruin,2024,The flood ruined the crops.,The crops were ruined by the flood.,ruin,,,True
ruin,2018,The child ruined the painting.,The painting was ruined by the child.,ruin,,,True
sadden,3513,The story saddened the readers.,The readers were saddened by the story.,sadden,,,True
sadden,3507,The letter saddened the woman.,The woman was saddened by the letter.,sadden,,,True
sadden,3511,The photograph saddened the family.,The family was saddened by the photograph.,sadden,,,True
sadden,3512,The speech saddened the listeners.,The listeners were saddened by the speech.,sadden,,,True
sadden,3506,The movie saddened the audience.,The audience was saddened by the movie.,sadden,,,True
saw,382,The doctor saw a patient.  ,A patient was seen by the doctor.,saw,,,True
saw,376,The teacher saw the student.  ,The student was seen by the teacher.,saw,,,True
saw,380,The librarian saw the book.  ,The book was seen by the librarian.,saw,,,True
saw,381,The chef saw the recipe.  ,The recipe was seen by the chef.,saw,,,True
saw,375,The child saw a dog.  ,A dog was seen by the child.,saw,,,True
scare,3522,The creepy music scared the players.,The players were scared by the creepy music.,scare,,,True
scare,3516,The storm scared the dog.,The dog was scared by the storm.,scare,,,True
scare,3520,The prank scared the unsuspecting victim.,The unsuspecting victim was scared by the prank.,scare,,,True
scare,3521,The dark room scared the visitors.,The visitors were scared by the dark room.,scare,,,True
scare,3515,The movie scared the audience.,The audience was scared by the movie.,scare,,,True
scold,2855,The principal scolded the class.,The class was scolded by the principal.,scold,,,True
