active,passive,verb,bad,exclude,match
The agent dispatched the message.  ,The message was dispatched by the agent.,dispatch,,,True
The fleet dispatched the vehicles.  ,The vehicles were dispatched by the fleet.,dispatch,,,True
The service dispatched the technician.  ,The technician was dispatched by the service.,dispatch,,,True
The authority dispatched the task force.  ,The task force was dispatched by the authority.,dispatch,,,True
The team eliminated the competitor.  ,The competitor was eliminated by the team.,eliminate,,,True
The scientist eliminated the variable.  ,The variable was eliminated by the scientist.,eliminate,,,True
The coach eliminated the distractions.  ,The distractions were eliminated by the coach.,eliminate,,,True
The committee eliminated the outdated rules.  ,The outdated rules were eliminated by the committee.,eliminate,,,True
The company eliminated the inefficiencies.  ,The inefficiencies were eliminated by the company.,eliminate,,,True
The judge eliminated the unfair practices.  ,The unfair practices were eliminated by the judge.,eliminate,,,True
The process eliminated the errors.  ,The errors were eliminated by the process.,eliminate,,,True
The policy eliminated the loopholes.  ,The loopholes were eliminated by the policy.,eliminate,,,True
The software eliminated the bugs.  ,The bugs were eliminated by the software.,eliminate,,,True
The court executed the order.  ,The order was executed by the court.,execute,,,True
The team executed the plan.  ,The plan was executed by the team.,execute,,,True
A hacker executed the code.  ,The code was executed by a hacker.,execute,,,True
The chef executed the recipe.  ,The recipe was executed by the chef.,execute,,,True
The company executed the strategy.  ,The strategy was executed by the company.,execute,,,True
The artist executed the painting.  ,The painting was executed by the artist.,execute,,,True
The manager executed the decision.  ,The decision was executed by the manager.,execute,,,True
The soldier executed the drill.  ,The drill was executed by the soldier.,execute,,,True
The programmer executed the program.  ,The program was executed by the programmer.,execute,,,True
The cat killed a mouse.,The mouse was killed by the cat.,kill,,,False
A hunter killed a deer.,The deer was killed by a hunter.,kill,,,False
The storm killed the power.,The power was killed by the storm.,kill,,,True
The chef killed the fish.,The fish was killed by the chef.,kill,,,True
A farmer killed the weeds.,The weeds were killed by a farmer.,kill,x,,True
The dog killed the rabbit.,The rabbit was killed by the dog.,kill,,,True
The detective killed the rumor.,The rumor was killed by the detective.,kill,,,True
The soldier killed the enemy.,The enemy was killed by the soldier.,kill,,,True
The player killed the competition.,The competition was killed by the player.,kill,,,True
The detective solved the murder case.  ,The murder case was solved by the detective.,murder,x,,True
The villain murdered an innocent victim.  ,The innocent victim was murdered by the villain.,murder,,,False
The police arrested the suspect for murder.  ,The suspect was arrested by the police for murder.,murder,x,,True
The journalist reported the murder extensively.  ,The murder was reported extensively by the journalist.,murder,x,,True
The court sentenced the criminal for the murder.  ,The criminal was sentenced by the court for the murder.,murder,x,,True
A witness testified about the murder scene.  ,The murder scene was testified about by a witness.,murder,x,,True
The town feared the unexpected murder.  ,The unexpected murder was feared by the town.,murder,x,,True
The author wrote a book about a murder.  ,The book about a murder was written by the author.,murder,x,,False
The investigator examined the murder weapon.  ,The murder weapon was examined by the investigator.,murder,x,,True
The knight slayed the dragon.  ,The dragon was slayed by the knight.,slay,,,True
The warrior slayed the beast.  ,The beast was slayed by the warrior.,slay,,,True
The archer slayed the target.  ,The target was slain by the archer.,slay,,,False
The hero slayed the monster.  ,The monster was slayed by the hero.,slay,,,True
The soldier slayed the enemy.  ,The enemy was slayed by the soldier.,slay,,,True
The princess slayed the villain.  ,The villain was slayed by the princess.,slay,,,True
The hunter slayed the deer.  ,The deer was slayed by the hunter.,slay,,,True
The knight slayed the giant.  ,The giant was slayed by the knight.,slay,,,True
The wizard slayed the sorceress.  ,The sorceress was slain by the wizard.,slay,,,False
The heavy rain drowned the garden.,The garden was drowned by the heavy rain.,drown,,,True
The storm drowned the small boat.,The small boat was drowned by the storm.,drown,,,True
The wave drowned a sailor.,The sailor was drowned by the wave.,drown,,,False
The flood drowned the village.,The village was drowned by the flood.,drown,,,True
The river drowned the poor fish.,The poor fish was drowned by the river.,drown,,,True
The accident drowned the car.,The car was drowned by the accident.,drown,x,,True
The neglect drowned the flowers.,The flowers were drowned by the neglect.,drown,,,True
The cold weather drowned the hopes.,The hopes were drowned by the cold weather.,drown,x,,True
The dark clouds drowned the sun.,The sun was drowned by the dark clouds.,drown,,,True
The chef knifed the vegetables.  ,The vegetables were knifed by the chef.,knife,x,,True
A thief knifed the canvas.  ,The canvas was knifed by a thief.,knife,,,True
The artist knifed the paper.  ,The paper was knifed by the artist.,knife,x,,True
The soldier knifed the enemy.  ,The enemy was knifed by the soldier.,knife,,,True
The cook knifed the chicken.  ,The chicken was knifed by the cook.,knife,,,True
The carpenter knifed the wood.  ,The wood was knifed by the carpenter.,knife,,,True
The gardener knifed the branch.  ,The branch was knifed by the gardener.,knife,,,True
The teacher knifed the letter.  ,The letter was knifed by the teacher.,knife,,,True
The butcher knifed the meat.  ,The meat was knifed by the butcher.,knife,,,True
The soldier stabbed the enemy.,The enemy was stabbed by the soldier.,stab,,,True
A thief stabbed the victim.,The victim was stabbed by a thief.,stab,,,True
The chef stabbed the meat.,The meat was stabbed by the chef.,stab,,,True
The assassin stabbed the target.,The target was stabbed by the assassin.,stab,,,True
The woman stabbed the balloon.,The balloon was stabbed by the woman.,stab,,,True
A student stabbed the notebook.,The notebook was stabbed by a student.,stab,,,True
The artist stabbed the canvas.,The canvas was stabbed by the artist.,stab,,,True
The knight stabbed the dragon.,The dragon was stabbed by the knight.,stab,,,True
