active,passive,verb,bad,exclude,match,content_match,parse_match,Vtypefull,Vtype,VtypeNEW,Verb,Vno,Passivizable,Participle,CoreSet,CountTot,CountTrans,CountInt,CountPass,CountPeri,CountOther,A_cause_B_change,A_enable,A_doingsomething_B,A_responsible,A_physical_contact,B_state_change,B_responsible,A_deliberately_V_B,B_affected,B_adversely_affected,FACA,FACB,FACC
the shed housed their supplies.,their supplies were housed by the shed.,house,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,house,V449,N,REG,N,4537,1300.0,0.0,3,0.0,3090.0,6.0,7.1,7.7,7.2,4.6,4.9,3.0,7.3,4.1,3.9,-0.12674,-0.02738,-1.45935
the school housed several clubs.,several clubs were housed by the school.,house,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,house,V449,N,REG,N,4537,1300.0,0.0,3,0.0,3090.0,6.0,7.1,7.7,7.2,4.6,4.9,3.0,7.3,4.1,3.9,-0.12674,-0.02738,-1.45935
the town housed a public library.,a public library was housed by the town.,house,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,house,V449,N,REG,N,4537,1300.0,0.0,3,0.0,3090.0,6.0,7.1,7.7,7.2,4.6,4.9,3.0,7.3,4.1,3.9,-0.12674,-0.02738,-1.45935
the dish served five guests.,five guests were served by the dish.,"serve (i.e., be enough food for)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"serve (i.e., be enough food for)",V451,N,REG,N,22425,6588.0,3069.0,224,0.0,2014.0,4.2,7.4,4.7,6.6,3.1,4.0,3.1,5.9,3.8,3.8,-1.02799,-0.57415,-1.14586
the meal served three people.,three people were served by the meal.,"serve (i.e., be enough food for)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"serve (i.e., be enough food for)",V451,N,REG,N,22425,6588.0,3069.0,224,0.0,2014.0,4.2,7.4,4.7,6.6,3.1,4.0,3.1,5.9,3.8,3.8,-1.02799,-0.57415,-1.14586
the bed slept two people.,two people were slept by the bed.,"sleep (i.e., hold enough sleeping space for)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"sleep (i.e., hold enough sleeping space for)",V452,N,IRR,N,6169,55.0,5486.0,0,3.0,559.0,3.9,5.9,2.6,6.5,3.2,3.2,3.0,5.5,3.3,2.3333,-1.75374,-1.11935,-1.31361
the couch slept four guests.,four guests were slept by the couch.,"sleep (i.e., hold enough sleeping space for)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"sleep (i.e., hold enough sleeping space for)",V452,N,IRR,N,6169,55.0,5486.0,0,3.0,559.0,3.9,5.9,2.6,6.5,3.2,3.2,3.0,5.5,3.3,2.3333,-1.75374,-1.11935,-1.31361
the cabin slept six visitors.,six visitors were slept by the cabin.,"sleep (i.e., hold enough sleeping space for)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"sleep (i.e., hold enough sleeping space for)",V452,N,IRR,N,6169,55.0,5486.0,0,3.0,559.0,3.9,5.9,2.6,6.5,3.2,3.2,3.0,5.5,3.3,2.3333,-1.75374,-1.11935,-1.31361
the tent slept five campers.,five campers were slept by the tent.,"sleep (i.e., hold enough sleeping space for)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"sleep (i.e., hold enough sleeping space for)",V452,N,IRR,N,6169,55.0,5486.0,0,3.0,559.0,3.9,5.9,2.6,6.5,3.2,3.2,3.0,5.5,3.3,2.3333,-1.75374,-1.11935,-1.31361
the hotel room slept three tourists.,three tourists were slept by the hotel room.,"sleep (i.e., hold enough sleeping space for)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"sleep (i.e., hold enough sleeping space for)",V452,N,IRR,N,6169,55.0,5486.0,0,3.0,559.0,3.9,5.9,2.6,6.5,3.2,3.2,3.0,5.5,3.3,2.3333,-1.75374,-1.11935,-1.31361
the van slept eight travelers.,eight travelers were slept by the van.,"sleep (i.e., hold enough sleeping space for)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"sleep (i.e., hold enough sleeping space for)",V452,N,IRR,N,6169,55.0,5486.0,0,3.0,559.0,3.9,5.9,2.6,6.5,3.2,3.2,3.0,5.5,3.3,2.3333,-1.75374,-1.11935,-1.31361
the loft slept seven workers.,seven workers were slept by the loft.,"sleep (i.e., hold enough sleeping space for)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"sleep (i.e., hold enough sleeping space for)",V452,N,IRR,N,6169,55.0,5486.0,0,3.0,559.0,3.9,5.9,2.6,6.5,3.2,3.2,3.0,5.5,3.3,2.3333,-1.75374,-1.11935,-1.31361
the air mattress slept one adult.,one adult was slept by the air mattress.,"sleep (i.e., hold enough sleeping space for)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"sleep (i.e., hold enough sleeping space for)",V452,N,IRR,N,6169,55.0,5486.0,0,3.0,559.0,3.9,5.9,2.6,6.5,3.2,3.2,3.0,5.5,3.3,2.3333,-1.75374,-1.11935,-1.31361
the platform slept a large family.,a large family was slept by the platform.,"sleep (i.e., hold enough sleeping space for)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"sleep (i.e., hold enough sleeping space for)",V452,N,IRR,N,6169,55.0,5486.0,0,3.0,559.0,3.9,5.9,2.6,6.5,3.2,3.2,3.0,5.5,3.3,2.3333,-1.75374,-1.11935,-1.31361
the garage stored several bicycles.,several bicycles were stored by the garage.,"store (i.e., contain enough room to hold)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"store (i.e., contain enough room to hold)",V453,N,REG,N,3189,599.0,0.0,11,0.0,2360.0,4.9,6.1,4.6,5.8,5.1,3.5,2.8,6.6,2.7,3.8,-1.18845,-1.17167,-1.1618
the pantry stored extra food.,extra food was stored by the pantry.,"store (i.e., contain enough room to hold)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"store (i.e., contain enough room to hold)",V453,N,REG,N,3189,599.0,0.0,11,0.0,2360.0,4.9,6.1,4.6,5.8,5.1,3.5,2.8,6.6,2.7,3.8,-1.18845,-1.17167,-1.1618
the refrigerator stored fresh vegetables.,fresh vegetables were stored by the refrigerator.,"store (i.e., contain enough room to hold)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"store (i.e., contain enough room to hold)",V453,N,REG,N,3189,599.0,0.0,11,0.0,2360.0,4.9,6.1,4.6,5.8,5.1,3.5,2.8,6.6,2.7,3.8,-1.18845,-1.17167,-1.1618
the closet stored old clothes.,old clothes were stored by the closet.,"store (i.e., contain enough room to hold)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"store (i.e., contain enough room to hold)",V453,N,REG,N,3189,599.0,0.0,11,0.0,2360.0,4.9,6.1,4.6,5.8,5.1,3.5,2.8,6.6,2.7,3.8,-1.18845,-1.17167,-1.1618
the cabinet stored dishware.,dishware was stored by the cabinet.,"store (i.e., contain enough room to hold)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"store (i.e., contain enough room to hold)",V453,N,REG,N,3189,599.0,0.0,11,0.0,2360.0,4.9,6.1,4.6,5.8,5.1,3.5,2.8,6.6,2.7,3.8,-1.18845,-1.17167,-1.1618
the attic stored holiday decorations.,holiday decorations were stored by the attic.,"store (i.e., contain enough room to hold)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"store (i.e., contain enough room to hold)",V453,N,REG,N,3189,599.0,0.0,11,0.0,2360.0,4.9,6.1,4.6,5.8,5.1,3.5,2.8,6.6,2.7,3.8,-1.18845,-1.17167,-1.1618
the shelf stored books and magazines.,books and magazines were stored by the shelf.,"store (i.e., contain enough room to hold)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"store (i.e., contain enough room to hold)",V453,N,REG,N,3189,599.0,0.0,11,0.0,2360.0,4.9,6.1,4.6,5.8,5.1,3.5,2.8,6.6,2.7,3.8,-1.18845,-1.17167,-1.1618
the box stored important documents.,important documents were stored by the box.,"store (i.e., contain enough room to hold)",,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,"store (i.e., contain enough room to hold)",V453,N,REG,N,3189,599.0,0.0,11,0.0,2360.0,4.9,6.1,4.6,5.8,5.1,3.5,2.8,6.6,2.7,3.8,-1.18845,-1.17167,-1.1618
the teacher used a marker.,a marker was used by the teacher.,use,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,use,V454,N,REG,N,6169,55.0,5486.0,0,3.0,559.0,6.3,6.9,7.4,7.5,5.8,5.9,4.1,8.2,6.1,4.5,0.30027,0.65767,-0.28679
the chef used fresh ingredients.,fresh ingredients were used by the chef.,use,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,use,V454,N,REG,N,6169,55.0,5486.0,0,3.0,559.0,6.3,6.9,7.4,7.5,5.8,5.9,4.1,8.2,6.1,4.5,0.30027,0.65767,-0.28679
a child used a crayon.,a crayon was used by a child.,use,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,use,V454,N,REG,N,6169,55.0,5486.0,0,3.0,559.0,6.3,6.9,7.4,7.5,5.8,5.9,4.1,8.2,6.1,4.5,0.30027,0.65767,-0.28679
the scientist used a microscope.,a microscope was used by the scientist.,use,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,use,V454,N,REG,N,6169,55.0,5486.0,0,3.0,559.0,6.3,6.9,7.4,7.5,5.8,5.9,4.1,8.2,6.1,4.5,0.30027,0.65767,-0.28679
the artist used vibrant colors.,vibrant colors were used by the artist.,use,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,use,V454,N,REG,N,6169,55.0,5486.0,0,3.0,559.0,6.3,6.9,7.4,7.5,5.8,5.9,4.1,8.2,6.1,4.5,0.30027,0.65767,-0.28679
the engineer used a computer.,a computer was used by the engineer.,use,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,use,V454,N,REG,N,6169,55.0,5486.0,0,3.0,559.0,6.3,6.9,7.4,7.5,5.8,5.9,4.1,8.2,6.1,4.5,0.30027,0.65767,-0.28679
the mechanic used a wrench.,a wrench was used by the mechanic.,use,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,use,V454,N,REG,N,6169,55.0,5486.0,0,3.0,559.0,6.3,6.9,7.4,7.5,5.8,5.9,4.1,8.2,6.1,4.5,0.30027,0.65767,-0.28679
the gardener used fertilizer.,fertilizer was used by the gardener.,use,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,use,V454,N,REG,N,6169,55.0,5486.0,0,3.0,559.0,6.3,6.9,7.4,7.5,5.8,5.9,4.1,8.2,6.1,4.5,0.30027,0.65767,-0.28679
the painting used acrylic paint.,acrylic paint was used by the painting.,use,,,TRUE,TRUE,TRUE,Measure_Verbs,Measure_Verbs,(e) Non-Passivizable,use,V454,N,REG,N,6169,55.0,5486.0,0,3.0,559.0,6.3,6.9,7.4,7.5,5.8,5.9,4.1,8.2,6.1,4.5,0.30027,0.65767,-0.28679
the teacher had a meeting.,a meeting was had by the teacher.,have,,,TRUE,TRUE,TRUE,Pure_possession,Pure_possession,(e) Non-Passivizable,have,V455,N,IRR,N,688636,205004.0,0.0,0,0.0,475075.0,3.1,5.9,4.7,5.5,3.4,4.3,3.7,5.2,3.5,2.9,-1.61003,-1.08294,-0.17046
the artist had an exhibition.,an exhibition was had by the artist.,have,,,TRUE,TRUE,TRUE,Pure_possession,Pure_possession,(e) Non-Passivizable,have,V455,N,IRR,N,688636,205004.0,0.0,0,0.0,475075.0,3.1,5.9,4.7,5.5,3.4,4.3,3.7,5.2,3.5,2.9,-1.61003,-1.08294,-0.17046
the chef had a special.,a special was had by the chef.,have,,,TRUE,TRUE,TRUE,Pure_possession,Pure_possession,(e) Non-Passivizable,have,V455,N,IRR,N,688636,205004.0,0.0,0,0.0,475075.0,3.1,5.9,4.7,5.5,3.4,4.3,3.7,5.2,3.5,2.9,-1.61003,-1.08294,-0.17046
the kids had a party.,a party was had by the kids.,have,,,TRUE,TRUE,TRUE,Pure_possession,Pure_possession,(e) Non-Passivizable,have,V455,N,IRR,N,688636,205004.0,0.0,0,0.0,475075.0,3.1,5.9,4.7,5.5,3.4,4.3,3.7,5.2,3.5,2.9,-1.61003,-1.08294,-0.17046
the dog had a bone.,a bone was had by the dog.,have,,,TRUE,TRUE,TRUE,Pure_possession,Pure_possession,(e) Non-Passivizable,have,V455,N,IRR,N,688636,205004.0,0.0,0,0.0,475075.0,3.1,5.9,4.7,5.5,3.4,4.3,3.7,5.2,3.5,2.9,-1.61003,-1.08294,-0.17046
the student had a test.,a test was had by the student.,have,,,TRUE,TRUE,TRUE,Pure_possession,Pure_possession,(e) Non-Passivizable,have,V455,N,IRR,N,688636,205004.0,0.0,0,0.0,475075.0,3.1,5.9,4.7,5.5,3.4,4.3,3.7,5.2,3.5,2.9,-1.61003,-1.08294,-0.17046
the gardener had flowers.,flowers were had by the gardener.,have,,,TRUE,TRUE,TRUE,Pure_possession,Pure_possession,(e) Non-Passivizable,have,V455,N,IRR,N,688636,205004.0,0.0,0,0.0,475075.0,3.1,5.9,4.7,5.5,3.4,4.3,3.7,5.2,3.5,2.9,-1.61003,-1.08294,-0.17046
the team lacked enthusiasm.,enthusiasm was lacked by the team.,lack,,,TRUE,TRUE,TRUE,Pure_possession,Pure_possession,(e) Non-Passivizable,lack,V456,N,REG,N,4285,3559.0,515.0,0,1.0,133.0,3.7,4.5,2.5,5.2,2.2,3.1,3.7,5.5,3.5,5.5,-1.99149,-1.4037,0.92603
the garden lacked proper sunlight.,proper sunlight was lacked by the garden.,lack,,,TRUE,TRUE,TRUE,Pure_possession,Pure_possession,(e) Non-Passivizable,lack,V456,N,REG,N,4285,3559.0,515.0,0,1.0,133.0,3.7,4.5,2.5,5.2,2.2,3.1,3.7,5.5,3.5,5.5,-1.99149,-1.4037,0.92603
the film lacked compelling characters.,compelling characters were lacked by the film.,lack,,,TRUE,TRUE,TRUE,Pure_possession,Pure_possession,(e) Non-Passivizable,lack,V456,N,REG,N,4285,3559.0,515.0,0,1.0,133.0,3.7,4.5,2.5,5.2,2.2,3.1,3.7,5.5,3.5,5.5,-1.99149,-1.4037,0.92603
the report lacked accurate data.,accurate data was lacked by the report.,lack,,,TRUE,TRUE,TRUE,Pure_possession,Pure_possession,(e) Non-Passivizable,lack,V456,N,REG,N,4285,3559.0,515.0,0,1.0,133.0,3.7,4.5,2.5,5.2,2.2,3.1,3.7,5.5,3.5,5.5,-1.99149,-1.4037,0.92603
the child resembled her mother.,her mother was resembled by the child.,resemble,,,TRUE,TRUE,TRUE,Symmetrical_Verbs,Symmetrical_Verbs,(e) Non-Passivizable,resemble,V457,N,REG,N,1772,1756.0,0.0,0,0.0,0.0,2.3,3.6,4.2,4.1,1.2,3.8,4.4,5.7,3.0,3.1,-2.39603,-0.95851,1.44315
the landscape resembled a photograph.,a photograph was resembled by the landscape.,resemble,,,TRUE,TRUE,TRUE,Symmetrical_Verbs,Symmetrical_Verbs,(e) Non-Passivizable,resemble,V457,N,REG,N,1772,1756.0,0.0,0,0.0,0.0,2.3,3.6,4.2,4.1,1.2,3.8,4.4,5.7,3.0,3.1,-2.39603,-0.95851,1.44315
the dress resembled a work of art.,a work of art was resembled by the dress.,resemble,,,TRUE,TRUE,TRUE,Symmetrical_Verbs,Symmetrical_Verbs,(e) Non-Passivizable,resemble,V457,N,REG,N,1772,1756.0,0.0,0,0.0,0.0,2.3,3.6,4.2,4.1,1.2,3.8,4.4,5.7,3.0,3.1,-2.39603,-0.95851,1.44315
the structure resembled a fortress.,a fortress was resembled by the structure.,resemble,,,TRUE,TRUE,TRUE,Symmetrical_Verbs,Symmetrical_Verbs,(e) Non-Passivizable,resemble,V457,N,REG,N,1772,1756.0,0.0,0,0.0,0.0,2.3,3.6,4.2,4.1,1.2,3.8,4.4,5.7,3.0,3.1,-2.39603,-0.95851,1.44315
the singer resembled a famous celebrity.,a famous celebrity was resembled by the singer.,resemble,,,TRUE,TRUE,TRUE,Symmetrical_Verbs,Symmetrical_Verbs,(e) Non-Passivizable,resemble,V457,N,REG,N,1772,1756.0,0.0,0,0.0,0.0,2.3,3.6,4.2,4.1,1.2,3.8,4.4,5.7,3.0,3.1,-2.39603,-0.95851,1.44315
the cut bled red liquid.,red liquid was bled by the cut.,bleed,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,bleed,V461,N,IRR,N,799,57.0,446.0,0,3.0,260.0,7.2,6.5,5.8,6.9,6.4,7.2,3.3,6.7,6.9,5.4,0.28989,-1.23783,0.26732
the painting bled vibrant hues.,vibrant hues were bled by the painting.,bleed,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,bleed,V461,N,IRR,N,799,57.0,446.0,0,3.0,260.0,7.2,6.5,5.8,6.9,6.4,7.2,3.3,6.7,6.9,5.4,0.28989,-1.23783,0.26732
the tree bled sap.,sap was bled by the tree.,bleed,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,bleed,V461,N,IRR,N,799,57.0,446.0,0,3.0,260.0,7.2,6.5,5.8,6.9,6.4,7.2,3.3,6.7,6.9,5.4,0.28989,-1.23783,0.26732
the faucet dripped water.,water was dripped by the faucet.,drip,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,drip,V463,N,REG,N,638,106.0,198.0,0,0.0,223.0,4.5,5.4,4.6,5.2,5.9,5.5,3.4,5.7,5.6,3.9,-0.98291,-1.95316,0.52294
the candle dripped wax.,wax was dripped by the candle.,drip,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,drip,V463,N,REG,N,638,106.0,198.0,0,0.0,223.0,4.5,5.4,4.6,5.2,5.9,5.5,3.4,5.7,5.6,3.9,-0.98291,-1.95316,0.52294
the sponge dripped liquid.,liquid was dripped by the sponge.,drip,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,drip,V463,N,REG,N,638,106.0,198.0,0,0.0,223.0,4.5,5.4,4.6,5.2,5.9,5.5,3.4,5.7,5.6,3.9,-0.98291,-1.95316,0.52294
the tree dripped sap.,sap was dripped by the tree.,drip,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,drip,V463,N,REG,N,638,106.0,198.0,0,0.0,223.0,4.5,5.4,4.6,5.2,5.9,5.5,3.4,5.7,5.6,3.9,-0.98291,-1.95316,0.52294
the pipe dripped oil.,oil was dripped by the pipe.,drip,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,drip,V463,N,REG,N,638,106.0,198.0,0,0.0,223.0,4.5,5.4,4.6,5.2,5.9,5.5,3.4,5.7,5.6,3.9,-0.98291,-1.95316,0.52294
the volcano gushed lava.,lava was gushed by the volcano.,gush,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,gush,V465,N,REG,N,176,1.0,122.0,0,0.0,50.0,4.4,6.5,5.3,6.3,5.4,5.2,3.4,6.3,4.8,4.1,-0.70731,-0.9174,-0.41755
the fountain gushed water.,water was gushed by the fountain.,gush,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,gush,V465,N,REG,N,176,1.0,122.0,0,0.0,50.0,4.4,6.5,5.3,6.3,5.4,5.2,3.4,6.3,4.8,4.1,-0.70731,-0.9174,-0.41755
the burst pipe gushed oil.,oil was gushed by the burst pipe.,gush,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,gush,V465,N,REG,N,176,1.0,122.0,0,0.0,50.0,4.4,6.5,5.3,6.3,5.4,5.2,3.4,6.3,4.8,4.1,-0.70731,-0.9174,-0.41755
the geyser gushed steam.,steam was gushed by the geyser.,gush,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,gush,V465,N,REG,N,176,1.0,122.0,0,0.0,50.0,4.4,6.5,5.3,6.3,5.4,5.2,3.4,6.3,4.8,4.1,-0.70731,-0.9174,-0.41755
the wound gushed blood.,blood was gushed by the wound.,gush,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,gush,V465,N,REG,N,176,1.0,122.0,0,0.0,50.0,4.4,6.5,5.3,6.3,5.4,5.2,3.4,6.3,4.8,4.1,-0.70731,-0.9174,-0.41755
the pipe leaked gasoline.,gasoline was leaked by the pipe.,leak,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,leak,V466,N,REG,N,859,78.0,308.0,6,0.0,463.0,6.1,6.9,4.9,6.6,6.1,5.1,3.4,5.8,5.9,4.9,-0.36436,-1.31567,-0.13381
the container leaked juice.,juice was leaked by the container.,leak,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,leak,V466,N,REG,N,859,78.0,308.0,6,0.0,463.0,6.1,6.9,4.9,6.6,6.1,5.1,3.4,5.8,5.9,4.9,-0.36436,-1.31567,-0.13381
the faucet leaked water.,water was leaked by the faucet.,leak,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,leak,V466,N,REG,N,859,78.0,308.0,6,0.0,463.0,6.1,6.9,4.9,6.6,6.1,5.1,3.4,5.8,5.9,4.9,-0.36436,-1.31567,-0.13381
the balloon leaked air.,air was leaked by the balloon.,leak,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,leak,V466,N,REG,N,859,78.0,308.0,6,0.0,463.0,6.1,6.9,4.9,6.6,6.1,5.1,3.4,5.8,5.9,4.9,-0.36436,-1.31567,-0.13381
the ceiling leaked paint.,paint was leaked by the ceiling.,leak,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,leak,V466,N,REG,N,859,78.0,308.0,6,0.0,463.0,6.1,6.9,4.9,6.6,6.1,5.1,3.4,5.8,5.9,4.9,-0.36436,-1.31567,-0.13381
the bottle leaked soda.,soda was leaked by the bottle.,leak,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,leak,V466,N,REG,N,859,78.0,308.0,6,0.0,463.0,6.1,6.9,4.9,6.6,6.1,5.1,3.4,5.8,5.9,4.9,-0.36436,-1.31567,-0.13381
the radiator leaked fluid.,fluid was leaked by the radiator.,leak,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,leak,V466,N,REG,N,859,78.0,308.0,6,0.0,463.0,6.1,6.9,4.9,6.6,6.1,5.1,3.4,5.8,5.9,4.9,-0.36436,-1.31567,-0.13381
the tree oozed sap.,sap was oozed by the tree.,ooze,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,ooze,V467,N,REG,N,269,111.0,144.0,0,0.0,11.0,4.5,5.4,4.0,5.2,4.3,4.3,3.2,5.3,4.5,3.8,-1.39991,-1.92106,0.18072
the cake oozed chocolate.,chocolate was oozed by the cake.,ooze,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,ooze,V467,N,REG,N,269,111.0,144.0,0,0.0,11.0,4.5,5.4,4.0,5.2,4.3,4.3,3.2,5.3,4.5,3.8,-1.39991,-1.92106,0.18072
the rock oozed moisture.,moisture was oozed by the rock.,ooze,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,ooze,V467,N,REG,N,269,111.0,144.0,0,0.0,11.0,4.5,5.4,4.0,5.2,4.3,4.3,3.2,5.3,4.5,3.8,-1.39991,-1.92106,0.18072
the volcano oozed lava.,lava was oozed by the volcano.,ooze,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,ooze,V467,N,REG,N,269,111.0,144.0,0,0.0,11.0,4.5,5.4,4.0,5.2,4.3,4.3,3.2,5.3,4.5,3.8,-1.39991,-1.92106,0.18072
the fruit oozed juice.,juice was oozed by the fruit.,ooze,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,ooze,V467,N,REG,N,269,111.0,144.0,0,0.0,11.0,4.5,5.4,4.0,5.2,4.3,4.3,3.2,5.3,4.5,3.8,-1.39991,-1.92106,0.18072
the candle oozed wax.,wax was oozed by the candle.,ooze,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,ooze,V467,N,REG,N,269,111.0,144.0,0,0.0,11.0,4.5,5.4,4.0,5.2,4.3,4.3,3.2,5.3,4.5,3.8,-1.39991,-1.92106,0.18072
the pipe oozed water.,water was oozed by the pipe.,ooze,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,ooze,V467,N,REG,N,269,111.0,144.0,0,0.0,11.0,4.5,5.4,4.0,5.2,4.3,4.3,3.2,5.3,4.5,3.8,-1.39991,-1.92106,0.18072
the dragon puffed smoke.,smoke was puffed by the dragon.,puff,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,puff,V468,N,REG,N,319,61.0,137.0,0,0.0,118.0,5.6,5.8,5.9,6.1,5.2,5.0,2.5,5.7,5.1,3.7,-0.66677,-1.90619,-0.71606
a child puffed a balloon.,a balloon was puffed by a child.,puff,,,TRUE,TRUE,TRUE,Pure_Spatial_Relationship (subject=source),Pure_Spatial_Relationship (subject=source),(e) Non-Passivizable,puff,V468,N,REG,N,319,61.0,137.0,0,0.0,118.0,5.6,5.8,5.9,6.1,5.2,5.0,2.5,5.7,5.1,3.7,-0.66677,-1.90619,-0.71606
