Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
entertain,V320,1a,(b) Theme-Experiencer,Homer was entertained by Marge,Marge entertained Homer,-22.271320343017578,-26.929243087768555,4.657922744750977
envy,V388,1a,(c) Experiencer-Theme,Homer was envied by Marge,Marge envied Homer,-22.95059585571289,-27.810190200805664,4.859594345092773
escort,V297,1b,(a) Agent-Patient,Homer was escorted by Marge,Marge escorted Homer,-22.346155166625977,-25.501197814941406,3.1550426483154297
examine,V355,1b,(c) Experiencer-Theme,Homer was examined by Marge,Marge examined Homer,-21.857845306396484,-25.428499221801758,3.5706539154052734
excuse,V235,1a,(a) Agent-Patient,Homer was excused by Marge,Marge excused Homer,-22.811147689819336,-29.2549991607666,6.443851470947266
execute,V277,1a,(a) Agent-Patient,Homer was executed by Marge,Marge executed Homer,-21.899555206298828,-24.94854736328125,3.048992156982422
expel,V172,1a,(a) Agent-Patient,Homer was expelled by Marge,Marge expelled Homer,-22.122892379760742,-26.61684799194336,4.493955612182617
fascinate,V321,1b,(b) Theme-Experiencer,Homer was fascinated by Marge,Marge fascinated Homer,-22.846269607543945,-24.87403106689453,2.027761459350586
fear,V389,1b,(c) Experiencer-Theme,Homer was feared by Marge,Marge feared Homer,-21.92383575439453,-27.37041473388672,5.4465789794921875
feed,V271,1b,(a) Agent-Patient,Homer was fed by Marge,Marge fed Homer,-21.81219482421875,-26.827119827270508,5.014925003051758
film,V213,1b,(a) Agent-Patient,Homer was filmed by Marge,Marge filmed Homer,-21.948719024658203,-25.081523895263672,3.1328048706054688
fit,V446,1b,(e) Non-Passivizable,Homer was fitted by the dress,The dress fitted Homer,-27.025089263916016,-25.751277923583984,-1.2738113403320312
follow,V290,1a,(a) Agent-Patient,Homer was followed by Marge,Marge followed Homer,-21.684524536132812,-23.447147369384766,1.7626228332519531
forgive,V236,1a,(a) Agent-Patient,Homer was forgiven by Marge,Marge forgave Homer,-23.09211540222168,-28.15789031982422,5.065774917602539
forget,V390,1b,(c) Experiencer-Theme,Homer was forgotten by Marge,Marge forgot Homer,-22.07320785522461,-26.793155670166016,4.719947814941406
fight,V259,1b,(a) Agent-Patient,Homer was fought by Marge,Marge fought Homer,-21.81396484375,-27.092649459838867,5.278684616088867
find,V186,1b,(a) Agent-Patient,Homer was found by Marge,Marge found Homer,-21.257200241088867,-24.394283294677734,3.137083053588867
frighten,V322,1a,(b) Theme-Experiencer,Homer was frightened by Marge,Marge frightened Homer,-22.132976531982422,-27.402626037597656,5.269649505615234
gaze at,V366,1b,(c) Experiencer-Theme,Homer was gazed at by Marge,Marge gazed at Homer,-24.648651123046875,-30.97041893005371,6.321767807006836
glimpse,V356,1a,(c) Experiencer-Theme,Homer was glimpsed by Marge,Marge glimpsed Homer,-22.553497314453125,-28.99734878540039,6.443851470947266
gossip,V267,1a,(a) Agent-Patient,Homer was gossiped with by Marge,Marge gossiped with Homer,-26.403322219848633,-32.77460861206055,6.371286392211914
grab,V187,1b,(a) Agent-Patient,Homer was grabbed by Marge,Marge grabbed Homer,-21.960262298583984,-25.736652374267578,3.7763900756835938
greet,V237,1b,(a) Agent-Patient,Homer was greeted by Marge,Marge greeted Homer,-22.321369171142578,-23.937618255615234,1.6162490844726562
groom,V274,1a,(a) Agent-Patient,Homer was groomed by Marge,Marge groomed Homer,-22.516971588134766,-26.244224548339844,3.727252960205078
guide,V298,1a,(a) Agent-Patient,Homer was guided by Marge,Marge guided Homer,-21.88652229309082,-25.12045669555664,3.2339344024658203
hate,V391,1a,(c) Experiencer-Theme,Homer was hated by Marge,Marge hated Homer,-21.889747619628906,-26.867050170898438,4.977302551269531
hear,V348,1b,(c) Experiencer-Theme,Homer was heard by Marge,Marge heard Homer,-21.723224639892578,-26.06878662109375,4.345561981201172
hold,V188,1a,(a) Agent-Patient,Homer was held by Marge,Marge held Homer,-21.400123596191406,-23.87808609008789,2.4779624938964844
help,V300,1b,(a) Agent-Patient,Homer was helped by Marge,Marge helped Homer,-21.3279972076416,-25.854217529296875,4.526220321655273
hide,V189,1b,(a) Agent-Patient,Homer was hidden by Marge,Marge hid Homer,-22.150184631347656,-25.367923736572266,3.2177391052246094
hit,V191,1b,(a) Agent-Patient,Homer was hit by Marge,Marge hit Homer,-21.240394592285156,-24.34385871887207,3.103464126586914
hoist,V159,1a,(a) Agent-Patient,Homer was hoisted by Marge,Marge hoisted Homer,-22.647239685058594,-27.057903289794922,4.410663604736328
horrify,V323,1b,(b) Theme-Experiencer,Homer was horrified by Marge,Marge horrified Homer,-22.354284286499023,-24.987812042236328,2.6335277557373047
hug,V257,1a,(a) Agent-Patient,Homer was hugged by Marge,Marge hugged Homer,-22.371337890625,-28.815189361572266,6.443851470947266
hurt,V272,1a,(a) Agent-Patient,Homer was hurt by Marge,Marge hurt Homer,-21.689369201660156,-24.872509002685547,3.1831398010253906
idolize,V372,1b,(c) Experiencer-Theme,Homer was idolized by Marge,Marge idolized Homer,-23.09211540222168,-29.535966873168945,6.443851470947266
ignore,V349,1b,(c) Experiencer-Theme,Homer was ignored by Marge,Marge ignored Homer,-21.82591438293457,-25.87204360961914,4.04612922668457
impress,V324,1a,(b) Theme-Experiencer,Homer was impressed by Marge,Marge impressed Homer,-22.130599975585938,-24.239532470703125,2.1089324951171875
infuriate,V325,1a,(b) Theme-Experiencer,Homer was infuriated by Marge,Marge infuriated Homer,-22.322336196899414,-27.279804229736328,4.957468032836914
inspect,V357,1b,(c) Experiencer-Theme,Homer was inspected by Marge,Marge inspected Homer,-22.282554626464844,-26.21649742126465,3.9339427947998047
instruct,V269,1b,(a) Agent-Patient,Homer was instructed by Marge,Marge instructed Homer,-22.002056121826172,-25.500343322753906,3.4982872009277344
insult,V242,1b,(a) Agent-Patient,Homer was insulted by Marge,Marge insulted Homer,-22.576364517211914,-27.318395614624023,4.742031097412109
investigate,V358,1a,(c) Experiencer-Theme,Homer was investigated by Marge,Marge investigated Homer,-22.005870819091797,-24.895479202270508,2.889608383178711
irritate,V326,1b,(b) Theme-Experiencer,Homer was irritated by Marge,Marge irritated Homer,-22.42694091796875,-27.291921615600586,4.864980697631836
kick,V192,1a,(a) Agent-Patient,Homer was kicked by Marge,Marge kicked Homer,-21.955907821655273,-26.687881469726562,4.731973648071289
kill,V278,1b,(a) Agent-Patient,Homer was killed by Marge,Marge killed Homer,-21.56812286376953,-23.552566528320312,1.9844436645507812
kiss,V204,1b,(a) Agent-Patient,Homer was kissed by Marge,Marge kissed Homer,-22.30885887145996,-28.752710342407227,6.443851470947266
knife,V282,1b,(a) Agent-Patient,Homer was knifed by Marge,Marge knifed Homer,-23.290185928344727,-29.734037399291992,6.443851470947266
knock,V193,1b,(a) Agent-Patient,Homer was knocked by Marge,Marge knocked Homer,-21.937061309814453,-26.949234008789062,5.012172698974609
know,V373,1b,(c) Experiencer-Theme,Homer was known by Marge,Marge knew Homer,-21.719825744628906,-24.66315460205078,2.943328857421875
lead,V299,1b,(a) Agent-Patient,Homer was led by Marge,Marge led Homer,-21.547222137451172,-24.096349716186523,2.5491275787353516
leave,V222,1a,(a) Agent-Patient,Homer was left by Marge,Marge left Homer,-21.119367599487305,-25.010051727294922,3.890684127807617
lick,V205,1a,(a) Agent-Patient,Homer was licked by Marge,Marge licked Homer,-22.95059585571289,-29.394445419311523,6.443849563598633
lift,V160,1b,(a) Agent-Patient,Homer was lifted by Marge,Marge lifted Homer,-22.040857315063477,-26.864944458007812,4.824087142944336
like,V374,1a,(c) Experiencer-Theme,Homer was liked by Marge,Marge liked Homer,-21.92985725402832,-27.184404373168945,5.254547119140625
listen to,V367,1a,(c) Experiencer-Theme,Homer was listened to by Marge,Marge listened to Homer,-22.962827682495117,-29.181804656982422,6.218976974487305
loathe,V392,1b,(c) Experiencer-Theme,Homer was loathed by Marge,Marge loathed Homer,-23.09211540222168,-29.535966873168945,6.443851470947266
look at,V368,1b,(c) Experiencer-Theme,Homer was looked at by Marge,Marge looked at Homer,-22.2769775390625,-28.598745346069336,6.321767807006836
love,V375,1b,(c) Experiencer-Theme,Homer was loved by Marge,Marge loved Homer,-21.802980422973633,-26.611141204833984,4.808160781860352
lower,V161,1a,(a) Agent-Patient,Homer was lowered by Marge,Marge lowered Homer,-22.016555786132812,-26.10342025756836,4.086864471435547
marry,V258,1a,(a) Agent-Patient,Homer was married by Marge,Marge married Homer,-21.770008087158203,-25.823028564453125,4.053020477294922
meet,V260,1a,(a) Agent-Patient,Homer was met by Marge,Marge met Homer,-21.468772888183594,-25.195653915405273,3.7268810272216797
miss,V376,1a,(c) Experiencer-Theme,Homer was missed by Marge,Marge missed Homer,-21.663528442382812,-25.968122482299805,4.304594039916992
mock,V243,1a,(a) Agent-Patient,Homer was mocked by Marge,Marge mocked Homer,-22.061004638671875,-26.220834732055664,4.159830093383789
move,V176,1a,(a) Agent-Patient,Homer was moved by Marge,Marge moved Homer,-21.60488510131836,-25.025039672851562,3.420154571533203
murder,V279,1a,(a) Agent-Patient,Homer was murdered by Marge,Marge murdered Homer,-21.96769142150879,-24.104812622070312,2.1371212005615234
notice,V350,1a,(c) Experiencer-Theme,Homer was noticed by Marge,Marge noticed Homer,-21.775686264038086,-26.024883270263672,4.249197006225586
observe,V359,1b,(c) Experiencer-Theme,Homer was observed by Marge,Marge observed Homer,-21.693416595458984,-25.264890670776367,3.571474075317383
overhear,V360,1a,(c) Experiencer-Theme,Homer was overheard by Marge,Marge overheard Homer,-22.576364517211914,-29.020214080810547,6.443849563598633
pat,V206,1b,(a) Agent-Patient,Homer was patted by Marge,Marge patted Homer,-22.612586975097656,-29.05643653869629,6.443849563598633
photograph,V214,1a,(a) Agent-Patient,Homer was photographed by Marge,Marge photographed Homer,-22.237852096557617,-25.254552841186523,3.0167007446289062
pinch,V200,1a,(a) Agent-Patient,Homer was pinched by Marge,Marge pinched Homer,-22.95059585571289,-29.394445419311523,6.443849563598633
please,V327,1a,(b) Theme-Experiencer,Homer was pleased by Marge,Marge pleased Homer,-22.411338806152344,-25.713607788085938,3.3022689819335938
poke,V203,1a,(a) Agent-Patient,Homer was poked by Marge,Marge poked Homer,-22.56641387939453,-29.010265350341797,6.443851470947266
praise,V238,1a,(a) Agent-Patient,Homer was praised by Marge,Marge praised Homer,-21.744171142578125,-26.159446716308594,4.415275573730469
provoke,V328,1a,(b) Theme-Experiencer,Homer was provoked by Marge,Marge provoked Homer,-22.278335571289062,-27.122785568237305,4.844449996948242
pull,V181,1b,(a) Agent-Patient,Homer was pulled by Marge,Marge pulled Homer,-21.620742797851562,-26.077529907226562,4.456787109375
punch,V201,1b,(a) Agent-Patient,Homer was punched by Marge,Marge punched Homer,-22.103200912475586,-26.767900466918945,4.664699554443359
punish,V244,1b,(a) Agent-Patient,Homer was punished by Marge,Marge punished Homer,-22.240867614746094,-24.828414916992188,2.5875473022460938
pursue,V291,1b,(a) Agent-Patient,Homer was pursued by Marge,Marge pursued Homer,-21.948944091796875,-26.51534080505371,4.566396713256836
push,V182,1a,(a) Agent-Patient,Homer was pushed by Marge,Marge pushed Homer,-21.77352523803711,-25.49945831298828,3.725933074951172
puzzle,V329,1b,(b) Theme-Experiencer,Homer was puzzled by Marge,Marge puzzled Homer,-22.266101837158203,-25.451671600341797,3.1855697631835938
quarrel with,V251,1b,(a) Agent-Patient,Homer was quarrelled with by Marge,Marge quarrelled with Homer,-26.403322219848633,-32.77460861206055,6.371286392211914
race,V288,1b,(a) Agent-Patient,Homer was raced by Marge,Marge raced Homer,-22.05362319946289,-28.497472763061523,6.443849563598633
raise,V162,1b,(a) Agent-Patient,Homer was raised by Marge,Marge raised Homer,-21.576501846313477,-24.105321884155273,2.528820037841797
reassure,V330,1a,(b) Theme-Experiencer,Homer was reassured by Marge,Marge reassured Homer,-22.362699508666992,-26.762134552001953,4.399435043334961
recognize,V361,1a,(c) Experiencer-Theme,Homer was recognized by Marge,Marge recognized Homer,-21.777999877929688,-24.55290412902832,2.774904251098633
record,V215,1b,(a) Agent-Patient,Homer was recorded by Marge,Marge recorded Homer,-21.45543670654297,-24.46786880493164,3.012432098388672
remember,V362,1a,(c) Experiencer-Theme,Homer was remembered by Marge,Marge remembered Homer,-22.031463623046875,-27.609716415405273,5.578252792358398
remove,V171,1a,(a) Agent-Patient,Homer was removed by Marge,Marge removed Homer,-21.742626190185547,-24.715423583984375,2.972797393798828
repulse,V331,1b,(b) Theme-Experiencer,Homer was repulsed by Marge,Marge repulsed Homer,-23.16590118408203,-27.953481674194336,4.787580490112305
rescue,V155,1a,(a) Agent-Patient,Homer was rescued by Marge,Marge rescued Homer,-21.977596282958984,-26.06603240966797,4.088436126708984
resent,V393,1a,(c) Experiencer-Theme,Homer was resented by Marge,Marge resented Homer,-22.550140380859375,-28.99399185180664,6.443851470947266
respect,V377,1a,(c) Experiencer-Theme,Homer was respected by Marge,Marge respected Homer,-21.852813720703125,-26.13387680053711,4.281063079833984
reward,V231,1a,(a) Agent-Patient,Homer was rewarded by Marge,Marge rewarded Homer,-22.450843811035156,-26.836885452270508,4.386041641235352
rob,V230,1b,(a) Agent-Patient,Homer was robbed by Marge,Marge robbed Homer,-22.277448654174805,-25.89260482788086,3.6151561737060547
roll,V177,1b,(a) Agent-Patient,Homer was rolled by Marge,Marge rolled Homer,-21.941123962402344,-26.907001495361328,4.965877532958984
sadden,V332,1a,(b) Theme-Experiencer,Homer was saddened by Marge,Marge saddened Homer,-22.652462005615234,-24.89954948425293,2.2470874786376953
scare,V333,1b,(b) Theme-Experiencer,Homer was scared by Marge,Marge scared Homer,-21.938247680664062,-26.51011848449707,4.571870803833008
scold,V245,1a,(a) Agent-Patient,Homer was scolded by Marge,Marge scolded Homer,-22.51544761657715,-27.75802993774414,5.242582321166992
scratch,V202,1a,(a) Agent-Patient,Homer was scratched by Marge,Marge scratched Homer,-22.207876205444336,-27.080581665039062,4.872705459594727
see,V351,1b,(c) Experiencer-Theme,Homer was seen by Marge,Marge saw Homer,-21.354305267333984,-24.459793090820312,3.105487823486328
sense,V352,1a,(c) Experiencer-Theme,Homer was sensed by Marge,Marge sensed Homer,-22.67165184020996,-27.98179817199707,5.310146331787109
shadow,V292,1a,(a) Agent-Patient,Homer was shadowed by Marge,Marge shadowed Homer,-22.656343460083008,-27.266632080078125,4.610288619995117
shake,V216,1a,(a) Agent-Patient,Homer was shaken by Marge,Marge shook Homer,-22.28534507751465,-25.44002914428711,3.154684066772461
shock,V334,1a,(b) Theme-Experiencer,Homer was shocked by Marge,Marge shocked Homer,-22.088848114013672,-24.177955627441406,2.0891075134277344
shoot,V221,1a,(a) Agent-Patient,Homer was shot by Marge,Marge shot Homer,-21.37637710571289,-23.937721252441406,2.5613441467285156
shove,V183,1b,(a) Agent-Patient,Homer was shoved by Marge,Marge shoved Homer,-22.292236328125,-27.36604881286621,5.073812484741211
sicken,V335,1b,(b) Theme-Experiencer,Homer was sickened by Marge,Marge sickened Homer,-22.865278244018555,-25.83193588256836,2.9666576385498047
slay,V280,1b,(a) Agent-Patient,Homer was slain by Marge,Marge slayed Homer,-23.290185928344727,-27.51917266845703,4.228986740112305
slap,V194,1a,(a) Agent-Patient,Homer was slapped by Marge,Marge slapped Homer,-22.097978591918945,-27.840532302856445,5.7425537109375
slide,V178,1a,(a) Agent-Patient,Homer was slid by Marge,Marge slid Homer,-22.265119552612305,-28.70897102355957,6.443851470947266
smell,V353,1b,(c) Experiencer-Theme,Homer was smelt by Marge,Marge smelt Homer,-23.09211540222168,-29.535966873168945,6.443851470947266
soak,V169,1a,(a) Agent-Patient,Homer was soaked by Marge,Marge soaked Homer,-22.240938186645508,-28.68478775024414,6.443849563598633
spy on,V364,1a,(c) Experiencer-Theme,Homer was spied on by Marge,Marge spied on Homer,-23.527149200439453,-29.386123657226562,5.858974456787109
splash,V165,1a,(a) Agent-Patient,Homer was splashed by Marge,Marge splashed Homer,-22.61441421508789,-29.058265686035156,6.443851470947266
